CompanyName,Category,Country,Description,Website,LogoURL
FFFACE.ME,partner,,"FFFACE.ME powers LOOOK.AI, a Smart Mirror SaaS that transforms any digital screen into an interactive Smart Mirror to drive sales, boost foot traffic, and enhance audience engagement in offline retail.

✔️ Products: AR Storefronts, AI Mirrors, AR Photobooths, and Immersive Billboards.
✔️ Proven Impact: Increased foot traffic, higher sales, and actionable insights.
✔️ Clients: Prada Beauty, Fendi, Maybelline NY, Valentino, Make Up by Mario, Ralph Lauren, Bershka, Thelios LVMH, and Kiehl’s.
✔️ Analytics: Our mirrors provide depersonalized audience data for smarter decision-making.

We bring innovation to retail, making every screen a portal to immersive, engaging experiences.",https://ffface.me,
Finance Mobilité,startup,France,"Financial engineering at the service of inclusive mobility. Let's lower the cost of carbon-free mobility by aligning public/private capital structuring, EU/national aid, the carbon market, the energy market and banks.",www.financemobilite.com,
Finance Montréal,partner,,"Founded in 2010, Finance Montréal, Quebec’s financial cluster, plays a central role in the development and promotion of Quebec’s financial services industry and its positioning as a world-class, growing, competitive, attractive, and innovative business hub. Through its International Financial Center (IFC) team, Finance Montréal works to attract foreign financial firms to Montréal. The organization also focuses on fintech and innovation, sustainable finance, and talent development. As a hub for the financial community, Finance Montréal brings together key stakeholders around these core areas, notably through the community centered around the Station Fintech Montréal, which it manages. ",https://www.finance-montreal.com/en/home,
Financial Times,partner,,"At the Financial Times we hold a commitment to reporting the news ‘without fear and without favour'. This promise was present on the FT’s first front page and still holds true today. And, it’s a principle that remains at the heart of our journalism. That’s why, for over 135 years, the Financial Times has remained a trusted and reliable source for information to over 21 million monthly global readers.",https://www.ft.com/,
Finapp S.R.L,startup,,"Finapp measures soil moisture using CRNS technology, which is non-invasive and precise, covering +5 ha and 50 cm in depth. It provides real-time data, easy installation, +22% production, and -23% water usage. Recognized by the FAO and IAEA.",https://www.finapptech.com/en,
Findaara,startup,,Findaara modernizes farming in Africa with smart eggs incubators and AI-powered tools - making livestock accessible and sustainable.,https://www.findaara.com,
Findy Inc.,startup,Japan,Findy Team+ is a Japan-born SaaS that analyzes development data from GitHub and JIRA to improve engineering productivity and enables leaders to align technical performance with business goals through data-driven decision-making. ,https://en.findy-team.io/,
FireTracking,startup,France,"FireTracking enables fast, precise wildfire detection over vast areas by combining AI video analysis, edge computing, and telecom networks—helping firefighters, foresters, and industrials react before it’s too late.",https://firetracking.io,
FireTracking [Digital],startup,France,"FireTracking enables fast, precise wildfire detection over vast areas by combining AI video analysis, edge computing, and telecom networks—helping firefighters, foresters, and industrials react before it’s too late.",https://firetracking.io,
Firework,partner,,"Firework is an AI-powered video commerce platform transforming how brands connect, engage, and convert shoppers. We turn your site into a dynamic, shoppable experience fueled by human-first video. Trusted by L’Oréal, LEGO, and Samsung, Firework delivers video at scale, from Shoppable Videos, 24/7 Video Showrooms, and 1:1 Video Chat to AI Video Assistant. Discover more at Booth K02
/
/
Firework est la plateforme de commerce vidéo propulsée par l'IA qui transforme la manière dont les marques connectent, engagent et convertissent leurs clients. Nous rendons votre site interactif et immersif grâce à des vidéos authentiques sur chaque point de contact. Adoptée par L’Oréal, LEGO, Samsung, Firework propose des vidéos shoppables courtes et longues, des showrooms vidéo 24h/24, du chat vidéo 1:1 et des assistants IA - offrant une expérience humaine en ligne. Venez nous rencontrer sur le stand K02",https://firework.com/,
Fizen.com,startup,,"Fizen is building a new payment network based on Open Banking and stablecoins, enabling instant A2A payments across mobile wallet, e-commerce, and physical merchants. It’s fast, fee-free, AI-ready, and compliant with EU regulations.",https://www.fizen.com,
Fizimed,startup,,"Fizimed is a start-up developing Emy Trainer, an innovative connected medical device to stop urinary incontinence for women through pelvic floor reeducation.
Our mission is to provide access to simple health solutions to public health issue by developing.",www.fizimed.com,
Fizix,startup,,"Fizix makes machines talk with its smart sensors and catches failures before they occur. With its technology that revolutionizes the industry, reduces downtime, maximizes efficiency and sustainability. The industry of the future starts today with Fizix!",https://fizix.ai/,
FIZIX,startup,,"Fizix makes machines talk with its smart sensors and catches failures before they occur. With its technology that revolutionizes the industry, reduces downtime, maximizes efficiency and sustainability. The industry of the future starts today with Fizix!",https://fizix.ai/,
FKM Mobilité Conseils,startup,,"FKM Mobilité provides adapted transport for people with disabilities. FKM Conseil supports businesses through training and coaching on inclusion, disability, mental health, and caregivers’ well-being.",https://fkmmonilite.fr,
Flashbacks,startup,,"Flashbacks creates the first immersive memory museum through our personalized objects connected to an instant, interactive 360° virtual gallery. A unique emotional experience blending nostalgia and the future of remembering. ",www.flashbacks.fr,
FlexAI powered by Sesterce,startup,France,"FlexAI and Sesterce are partnering to remove the barriers to on-demand GPU compute. Together, we are launching a joint offer combining Sesterce's secure European cloud infrastructure with FlexAI's Workload as a Service (WaaS) platform.",https://www.flex.ai,
FLEXUS,startup,France,Flexus compensates individuals and small businesses who temporarily reduce their electricity consumption. Our solution aggregates this distributed flexibility and monetizes it with electricity system operators to help maintain grid balance.,www.flexus.app,
Fliption KOR,startup,USA,"Fliption is a company that reduces fashion brands’ on-model photoshoot costs by 80% with virtual try-on AI. With just one product image, our SaaS platform automatically generates on-model content featuring diverse body types and skin tones.",https://www.fliption.com/,
FLOFIXER,startup,,"FloFixER is a real-time coordination tool that helps emergency teams manage tasks, anticipate patient surges, and stay focused on care by organizing key information and reducing overload.",https://flofixer.com/,
